0,1000,400,100,79.7339348051,104.788361256,0.51360917091
1,2300,800,200,7.8501914589,73.7260648783,0.61026716232
2,3600,1200,300,11.2218756989,99.9775715402,0.70630097389
3,4800,1600,400,7.80776953595,49.8778732827,0.79695320129
4,6100,2000,500,7.0841888114,49.9094752286,0.89335918426
5,7500,2400,600,6.11375663193,69.3309129238,0.99515509605
6,8900,2800,700,5.31791999672,44.0334162616,1.0977001190
7,10200,3200,800,6.48043739607,67.830197847,1.1936740875
8,11500,3600,900,8.9039568568,90.2569646978,1.2896521091
9,12800,4000,1000,8.54690384223,87.1743664593,1.3863811492
10,14100,4400,1100,7.29767456601,64.5711629994,1.4829430580
11,15400,4800,1200,9.64439486041,73.2985889833,1.5796720981
12,16600,5200,1300,10.2709308417,91.2281455638,1.6702990531
13,17700,5600,1400,12.2421791561,59.2931230852,1.7553951740
14,18800,6000,1500,12.2176423103,81.7736785164,1.8405981063
15,19900,6400,1600,14.8878779899,84.9356056935,1.926043033
16,21000,6800,1700,15.9575365446,90.7082139276,2.0123710632
17,22200,7200,1800,12.0542755764,91.4341765733,2.103883981
18,23400,7600,1900,13.5617260412,84.5167014694,2.1949100494
19,24600,8000,2000,13.3318756492,87.999244025,2.2863080501
20,25800,8600,2200,10.9908413741,62.960053897,3.1290240287
21,27000,9000,2300,11.2912859565,83.5127032223,3.2201800346
22,28200,9400,2400,13.6548215591,92.3643030917,3.3131020069
23,29400,9800,2500,12.9193820572,98.8287010417,3.4103031158
24,30600,10200,2600,12.010490499,71.2326197268,3.5075900554
25,31800,10600,2700,10.4504751375,71.7958844543,3.6037580966
26,33000,11000,2800,12.7979229971,76.6036257657,3.7004921436
27,34200,11400,2900,10.6156998901,82.9002121376,3.7981231212
28,35300,11800,3000,11.3547768892,62.1508337248,3.8886260986
29,36400,12200,3100,14.2207952645,82.9337152667,3.9793701171
30,37600,12600,3200,13.0538645812,72.3256475281,4.0725500583
31,38700,13000,3300,12.9317894268,67.3403035168,4.1726851463
32,39900,13400,3400,11.8442716229,79.4737704736,4.2800149917
33,41000,13800,3500,13.1743784094,66.3696494986,4.3715360164
34,42200,14200,3600,12.8965112247,94.0759008015,4.4744360446
35,43300,14600,3700,12.9747132739,91.1865813902,4.568739175
36,44300,15000,3800,16.1342427233,83.6272445429,4.6553061008
37,45300,15400,3900,16.758986412,76.6906169115,4.7368199825
38,46400,15800,4000,15.9007713532,74.8627790778,4.8257780075
39,47600,16200,4100,13.4142757996,73.9608687668,4.9271140098
40,48700,16800,4300,12.898756175,47.6094172183,6.5168399810
41,49000,17200,4400,11.7819347103,76.1042812304,6.5587260723
42,49300,17600,4500,10.8816744423,60.8009473495,6.6006290912
43,49600,18000,4600,11.3077582745,61.2433536777,6.6424651145
44,50000,18400,4700,14.1400867112,64.6405514075,6.6900341510
45,51800,18800,4800,10.7940840163,62.278716202,6.8288431167
46,52100,19200,4900,12.4974944495,77.3333490655,6.8760910034
47,52400,19600,5000,12.3687270046,84.1548000551,6.923207044
48,52700,20000,5100,13.1486056428,65.2450927658,6.968424081
49,53000,20400,5200,11.8900626911,62.1598392098,7.0122761726
50,53300,20800,5300,13.6347368879,112.684622885,7.0579581260
51,55100,21200,5400,11.4227234432,76.6189952943,7.1881730556
52,55400,21600,5500,11.382188435,53.4781110257,7.2297241687
53,55700,22000,5600,15.1453596974,67.7975628164,7.2713940143
54,56000,22400,5700,12.0384018433,59.9059962424,7.3131701946
55,56300,22800,5800,14.6072963257,64.4001027775,7.3549470901
56,56600,23200,5900,12.1283574571,79.6898021914,7.3967771530
57,56900,23600,6000,14.4016661073,87.2333328573,7.4382090568
58,58700,24000,6100,13.5401853228,74.7811250392,7.5658290386
59,59000,24400,6200,10.579221261,48.589541189,7.6072590351
60,60800,25000,6400,11.680069909,53.2867090606,10.035700082
61,61100,25400,6500,12.582070303,58.8950161664,10.07773709
62,61400,25800,6600,9.77254156762,75.7893024069,10.119294166
63,61700,26200,6700,6.31848215378,58.3150041072,10.160521030
64,62000,26600,6800,5.68889966437,86.8673377891,10.201864004
65,62300,27000,6900,6.92165016004,60.9507779688,10.243077039
66,62600,27400,7000,7.67122379244,72.3766538427,10.28436112
67,62900,27800,7100,8.07967273648,69.467612609,10.325896024
68,63200,28200,7200,7.86791993812,59.3588618803,10.367276191
69,63500,28600,7300,6.17770244726,73.9386234268,10.408823013
70,63800,29000,7400,7.91935837267,67.3194549088,10.450016021
71,64100,29400,7500,6.06054818221,66.9052668141,10.491280078
72,64400,29800,7600,6.50235690043,63.7285370091,10.532527208
73,64800,30200,7700,7.72005340506,69.4920389581,10.579634189
74,65300,30600,7800,4.31314528422,52.8936053481,10.632416009
75,67100,31000,7900,4.42772486889,46.0795189866,10.759087085
76,67400,31400,8000,4.1388923761,61.2957099824,10.800364017
77,67700,31800,8100,4.72763805714,62.6763363108,10.841569185
78,68100,32200,8200,7.16955518391,90.8028519568,10.8885459
79,68500,32600,8300,7.06837252434,63.2720546294,10.935338020
80,69000,33200,8500,6.03166876751,64.9606904358,13.994158029
81,69300,33600,8600,5.81529992674,63.9384093717,14.035840034
82,69600,34000,8700,3.53870477201,54.1811038562,14.077501058
83,69900,34400,8800,3.4143682158,45.1057068878,14.119336128
84,70200,34800,8900,5.86112379158,64.3272079977,14.161518096
