289,4,600,2.83327679877,71.5254793784,-0.0937499999997,-0.0956239607182,1.32633871488,1.13104260433,-0.0437879525122,0.230307713151,0.111538794823,1.70742326789,1.43631883338,-0.188401021063,-0.214909711852,1.43022223748,1.2570447122,-0.557331960648,-0.031363746151,1.23206652724,0.731089182897,0.00459982454805,0.0681309252981,0.780716637615,1.13808698859,0.0306370705371,-0.302107078954,-0.232467768713,-0.0951059218493,-0.144318003207,-0.605101972818,-0.440266454592,-0.36888972483
660,8,1200,1.87353609466,43.6262543059,0.00390625000032,0.00628922856441,1.27716892997,1.19671636212,0.031715203237,0.203893041631,0.194430800272,1.69808903208,1.42961087402,-0.00801872322303,-0.135786001396,1.41754524689,1.25407684818,-0.514072739519,0.0686443739108,1.2244743023,0.747158966857,0.153909850866,0.134673304216,0.744691079104,1.16749364819,0.0912222536285,-0.216345985885,-0.143279840471,0.0046945185171,-0.0511529602806,-0.511016990989,-0.347656176076,-0.28911843756
1078,12,1800,1.34616868832,55.7521704215,0.140625,0.140514959581,1.29827686583,1.17074075629,0.132189730881,0.234985925068,0.325556154363,1.66813690256,1.48558603976,0.0768670639958,0.0252266210158,1.39015771725,1.20497970781,-0.373480270849,0.208282204345,1.21447987085,0.770911206169,0.241007366218,0.266861926299,0.762732237432,1.18556612427,0.348709281767,-0.0682576449468,-0.00855362950792,0.140245048912,0.0866459824613,-0.404366750503,-0.219518163707,-0.16736894240
1406,16,2400,2.17005919795,40.6013875046,0.0625000000003,0.0411288710314,1.25447152384,1.15899632956,0.035933435662,0.239106215173,0.220694518299,1.62547390428,1.49152732343,-0.00801872322303,-0.0589221623374,1.35509249012,1.18043607215,-0.427554297261,0.125771047548,1.18667888846,0.756538617248,0.12902484648,0.163791835599,0.744428224949,1.22193493292,0.288124098676,-0.17882513703,-0.101484313258,0.055053329212,0.00420058926133,-0.507530275266,-0.313196482369,-0.25329085683
1884,20,3000,2.36731045974,41.4545710702,0.0617371149545,0.0405283269701,1.25431811834,1.15878494423,0.0351450078425,0.238998581138,0.220090065048,1.62524463984,1.49182854288,-0.00901341942633,-0.0594913699406,1.35487804374,1.1801747479,-0.428061196069,0.125139914552,1.1865866674,0.756296356847,0.128441659646,0.163073121539,0.744129063436,1.2218505497,0.286940853388,-0.179472114246,-0.102204984281,0.0542921023812,0.00355825748777,-0.50820627935,-0.313888994153,-0.25398401205
2352,24,3600,1.76616899074,35.760220181,0.061126763392,0.0399679286265,1.25415905814,1.15898789176,0.0345911405803,0.23886994858,0.219615122397,1.6248920703,1.49158754533,-0.00951079708582,-0.0599228376218,1.3544902638,1.18046205939,-0.428821612065,0.124657529348,1.18613140975,0.756143271895,0.128344452598,0.162372104042,0.744312592168,1.22188128946,0.285757549031,-0.180097618731,-0.102771896316,0.0536631546079,0.00300130009457,-0.508693905144,-0.314467427149,-0.25455377781
2840,28,4200,1.79831501235,40.4093267132,0.0618134088999,0.040582459515,1.25466253144,1.15911773362,0.0352745169378,0.238800758466,0.220441706462,1.62498898162,1.4916733145,-0.00859893804343,-0.0593288227032,1.35437647236,1.1800998423,-0.428314668068,0.125326587271,1.18628556072,0.756040872897,0.129316523082,0.163025283937,0.743992164473,1.22158292057,0.286230870773,-0.17949228848,-0.101993741581,0.0543397701809,0.00367041845713,-0.508040696745,-0.313687429477,-0.25388569581
3375,32,4800,1.78353233244,43.5804156665,0.0625751436335,0.0414156667045,1.25472499243,1.15915202579,0.0360125892131,0.238594630475,0.221234583347,1.62516655026,1.4913886781,-0.00727441879874,-0.0586487386318,1.3544002028,1.18025367881,-0.427977517494,0.125973781387,1.18601691457,0.756419706194,0.130093178416,0.163658580466,0.744462247042,1.22188656148,0.286584562257,-0.178818466267,-0.10117625061,0.0551089027817,0.00447602178532,-0.507385759974,-0.312862606586,-0.25313970278
3891,36,5400,2.2609539435,45.4234430589,0.061788425326,0.0406596902238,1.25461677644,1.15918022951,0.0352412301207,0.239317990462,0.220513367672,1.6249560428,1.49105078782,-0.00820952085163,-0.0592321218631,1.35397199061,1.18034397317,-0.428524012576,0.125126190264,1.18611183775,0.756319627089,0.128993603954,0.163035960245,0.744334808884,1.22203003029,0.28546789872,-0.179616951005,-0.101967988324,0.0543035245578,0.00371491475205,-0.508208323171,-0.31362579059,-0.25383224987
4141,40,6000,1.81360574292,24.7186275645,0.310555759006,0.235461702356,1.17276975131,1.04260692718,0.234604228363,0.436988049859,0.42258285674,1.4833324353,1.69154291709,0.309889567977,0.102692691605,1.29505468712,1.09040254715,-0.0628689033172,0.413070816325,1.24097091669,0.844261018306,0.410849624328,0.462364500411,0.748478474658,1.23694101444,0.254857537512,-0.0958670523487,0.0805421951143,0.340727644654,0.309895772437,-0.242826245126,-0.0527472613126,-0.029307660018
4550,44,6600,1.92093732098,50.6299072725,0.261727634006,0.159251997208,1.15366396512,1.05953300703,0.184491779556,0.416712138775,0.370671803434,1.50582175953,1.68089623968,0.246225227563,0.0470965825909,1.31406657123,1.10569052594,-0.095313319164,0.364866703061,1.23023327367,0.846984957775,0.354858364459,0.420297136146,0.760846924283,1.25885364666,0.201845502307,-0.181549034221,0.0164051363161,0.289366365325,0.255627287036,-0.293989250027,-0.109752872328,-0.088844598515
